module,strategy,run,payload_bytes,duration_s,mean_power_mW,energy_mJ,efficiency_mJ_per_KB,run_total_energy_mJ,run_mean_active_power_mW,baseline_mean_mA,baseline_std_mA
ble_nrf52,full_payload,20,1048576,1.523,38.1691,58.15332,0.05679,1118.3193,37.2326,6.50672,0.82572
ble_nrf52,full_payload,21,1,0.749,37.5161,28.100277,28774.683633,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,2,0.546,37.5455,20.49552,10493.70601,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,4,0.514,37.5157,19.279378,4935.520846,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,8,0.542,37.4425,20.293789,2597.604958,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,16,0.571,37.4953,21.411507,1370.336468,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,32,0.52,37.6576,19.577709,626.486684,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,64,0.547,37.5732,20.545906,328.73449,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,128,0.548,37.4842,20.540147,164.321179,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,256,0.545,37.5561,20.464923,81.859691,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,512,0.547,37.5419,20.540193,41.080386,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,1024,0.669,37.6092,25.161486,25.161486,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,2048,0.742,38.0468,28.214869,14.107434,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,4096,0.894,38.2101,34.15416,8.53854,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,8192,1.32,37.8131,49.913779,6.239222,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,16384,2.193,37.1527,81.501713,5.093857,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,32768,4.223,37.0399,156.365354,4.886417,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,65536,8.099,36.7299,297.44209,4.647533,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,131072,1.521,38.2176,58.12873,0.454131,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,262144,1.52,38.2923,58.198903,0.227339,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,524288,1.521,38.1598,58.06022,0.113399,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,21,1048576,1.524,38.0909,58.067744,0.056707,1116.4584,37.396,6.58038,0.80776
ble_nrf52,full_payload,22,1,0.742,37.5633,27.872273,28541.207101,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,2,0.546,37.5597,20.503135,10497.605015,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,4,0.519,37.4339,19.428506,4973.697612,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,8,0.547,37.4788,20.498684,2623.831521,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,16,0.542,37.4274,20.28561,1298.279041,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,32,0.54,37.4148,20.204121,646.53186,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,64,0.516,37.5684,19.385288,310.164613,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,128,0.548,37.6239,20.614227,164.913816,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,256,0.573,37.5051,21.483605,85.93442,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,512,0.541,37.4678,20.270145,40.540289,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,1024,0.664,37.6783,25.019699,25.019699,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,2048,0.669,37.7613,25.257138,12.628569,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,4096,0.934,37.9972,35.497393,8.874348,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,8192,1.346,38.2723,51.509837,6.43873,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,16384,2.202,37.6759,83.001438,5.18759,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,32768,4.095,36.9495,151.282233,4.72757,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,65536,8.0,36.8502,294.773124,4.60583,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,131072,1.512,38.1061,57.64023,0.450314,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,262144,1.517,38.3245,58.12825,0.227063,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,524288,1.52,38.1022,57.933136,0.113151,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,22,1048576,1.519,38.2662,58.146681,0.056784,1108.7348,37.4674,6.48409,0.82225
ble_nrf52,full_payload,23,1,0.747,37.5037,28.016023,28688.40725,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,2,0.545,37.6248,20.499388,10495.686897,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,4,0.521,37.4334,19.505255,4993.345252,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,8,0.543,37.446,20.333268,2602.658298,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,16,0.546,37.4801,20.459512,1309.408785,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,32,0.548,37.5751,20.589191,658.854108,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,64,0.543,37.5062,20.365836,325.853384,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,128,0.523,37.4972,19.610502,156.884017,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,256,0.571,37.6015,21.470827,85.883308,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,512,0.55,37.4791,20.614516,41.229033,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,1024,0.647,37.5711,24.311005,24.311005,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,2048,0.717,37.7064,27.030997,13.515498,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,4096,0.925,38.0686,35.210173,8.802543,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,8192,1.371,37.3961,51.281981,6.410248,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,16384,2.221,37.5258,83.35486,5.209679,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,32768,4.196,36.9543,155.020688,4.844396,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,65536,8.024,36.5718,293.526435,4.586351,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,131072,1.509,38.0895,57.465156,0.448947,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,262144,1.521,38.3792,58.360824,0.227972,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,524288,1.524,38.1623,58.182912,0.113638,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,23,1048576,1.522,38.0923,58.001365,0.056642,1113.2107,37.3385,6.5676,0.90321
ble_nrf52,full_payload,24,1,0.777,37.4767,29.120395,29819.284915,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,2,0.497,37.4102,18.592444,9519.331092,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,4,0.545,37.5904,20.48354,5243.786339,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,8,0.547,37.5335,20.529974,2627.836654,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,16,0.543,37.4319,20.325143,1300.809164,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,32,0.519,37.5264,19.473622,623.155901,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,64,0.544,37.5005,20.397982,326.367708,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,128,0.542,37.4247,20.283935,162.271478,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,256,0.548,37.5508,20.574027,82.296108,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,512,0.619,37.7174,23.341021,46.682043,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,1024,0.567,37.8393,21.456249,21.456249,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,2048,0.727,37.933,27.573581,13.78679,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,4096,0.944,38.0155,35.911418,8.977854,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,8192,1.319,37.7664,49.827122,6.22839,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,16384,2.142,37.777,80.927996,5.058,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,32768,4.073,37.2831,151.914787,4.747337,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,65536,7.898,37.1989,293.806225,4.590722,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,131072,1.516,38.4227,58.235848,0.454968,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,262144,1.526,38.1716,58.250919,0.227543,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,524288,1.52,38.1757,58.026314,0.113333,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,24,1048576,1.496,38.1434,57.074833,0.055737,1106.1274,37.6119,7.21588,1.75275
ble_nrf52,full_payload,25,1,0.742,37.5177,27.835998,28504.062428,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,2,0.547,37.4403,20.479315,10485.409482,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,4,0.547,37.478,20.5013,5248.332756,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,8,0.522,37.5571,19.601751,2509.024109,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,16,0.542,37.539,20.345679,1302.123462,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,32,0.545,37.4386,20.403953,652.926511,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,64,0.545,37.4875,20.429511,326.872181,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,128,0.544,37.5147,20.406384,163.251069,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,256,0.544,37.6107,20.458576,81.834303,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,512,0.573,37.4958,21.480673,42.961346,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,1024,0.62,37.6403,23.338351,23.338351,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,2048,0.709,37.8517,26.837978,13.418989,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,4096,0.972,37.9515,36.892572,9.223143,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,8192,1.313,38.0555,49.970982,6.246373,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,16384,2.172,37.6416,81.736792,5.10855,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,32768,4.219,36.5055,154.081175,4.815037,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,65536,8.018,36.7657,294.489465,4.601398,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,131072,1.511,38.2863,57.865759,0.452076,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,262144,1.521,38.153,58.05793,0.226789,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,524288,1.517,38.2356,58.008091,0.113297,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,25,1048576,1.521,38.2032,58.137173,0.056775,1111.3594,37.3642,6.52437,0.91315
ble_nrf52,full_payload,26,1,0.743,37.5104,27.871526,28540.443064,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,2,0.539,37.403,20.160575,10322.214228,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,4,0.542,37.5412,20.347941,5209.072915,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,8,0.545,37.5182,20.445665,2617.045137,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,16,0.522,37.5334,19.592955,1253.949122,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,32,0.546,37.4387,20.441996,654.143862,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,64,0.545,37.4706,20.421878,326.750044,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,128,0.544,37.4876,20.39415,163.153203,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,256,0.545,37.6403,20.500534,82.002138,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,512,0.62,37.6559,23.343929,46.687857,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,1024,0.567,37.659,21.355941,21.355941,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,2048,0.719,37.869,27.220452,13.610226,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,4096,0.939,38.074,35.748493,8.937123,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,8192,1.343,37.7561,50.735843,6.34198,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,16384,2.245,37.2537,83.686184,5.230386,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,32768,4.093,37.4682,153.408226,4.794007,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,65536,8.022,36.8072,295.20284,4.612544,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,131072,1.513,38.2745,57.896024,0.452313,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,262144,1.52,38.048,57.840567,0.22594,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,524288,1.523,38.2178,58.235802,0.113742,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,26,1048576,1.52,38.1616,57.995965,0.056637,1112.8475,37.4759,6.54717,0.95802
ble_nrf52,full_payload,27,1,0.753,37.5759,28.288217,28967.133804,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,2,0.545,37.4239,20.396266,10442.888333,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,4,0.522,37.4462,19.547685,5004.207395,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,8,0.542,37.5718,20.362076,2606.345724,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,16,0.544,37.5383,20.422481,1307.038772,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,32,0.518,37.4411,19.393934,620.605878,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,64,0.541,37.4941,20.283872,324.541953,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,128,0.547,37.4114,20.462324,163.698588,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,256,0.542,37.5496,20.348348,81.393393,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,512,0.622,37.6154,23.394294,46.788589,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,1024,0.586,37.7273,22.108503,22.108503,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,2048,0.723,37.8699,27.372456,13.686228,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,4096,0.893,37.9671,33.912526,8.478131,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,8192,1.342,38.2017,51.254029,6.406754,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,16384,2.246,37.226,83.606393,5.2254,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,32768,4.291,36.2682,155.838909,4.869966,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,65536,8.123,36.8123,299.097511,4.673399,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,131072,1.517,38.3003,58.099537,0.453903,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,262144,1.512,38.2076,57.790738,0.225745,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,524288,1.523,38.3174,58.353156,0.113971,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,27,1048576,1.521,38.1869,58.092859,0.056731,1118.4261,37.3394,6.53151,0.86923
ble_nrf52,full_payload,28,1,0.746,37.499,27.972929,28644.279122,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,2,0.548,37.4304,20.510373,10501.31073,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,4,0.521,37.3999,19.485443,4988.273284,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,8,0.545,37.5613,20.466788,2619.748898,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,16,0.548,37.5552,20.575271,1316.817364,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,32,0.536,37.4141,20.054489,641.743634,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,64,0.518,37.4552,19.401711,310.427375,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,128,0.547,37.4561,20.49465,163.957201,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,256,0.571,37.5857,21.456503,85.826012,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,512,0.545,37.4768,20.426313,40.852626,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,1024,0.623,37.745,23.511699,23.511699,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,2048,0.742,37.7927,28.038474,14.019237,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,4096,0.92,38.0512,35.010629,8.752657,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,8192,1.349,38.0855,51.382775,6.422847,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,16384,2.172,37.702,81.881299,5.117581,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,32768,4.096,37.0608,152.303868,4.759496,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,65536,7.923,37.0567,293.614504,4.587727,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,131072,1.516,38.4239,58.252303,0.455096,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,262144,1.52,38.0831,57.885286,0.226114,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,524288,1.52,38.2155,58.104079,0.113485,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,28,1048576,1.52,38.155,57.996655,0.056637,1108.826,37.5542,6.54931,0.94942
ble_nrf52,full_payload,29,1,0.748,37.5309,28.066985,28740.592742,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,2,0.546,37.4198,20.431328,10460.839741,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,4,0.518,37.4831,19.415717,4970.423589,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,8,0.543,37.5538,20.389961,2609.915067,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,16,0.544,37.4653,20.386242,1304.719469,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,32,0.544,37.4353,20.364724,651.671159,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,64,0.52,37.4705,19.481479,311.70366,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,128,0.543,37.6525,20.445856,163.566846,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,256,0.569,37.5367,21.355321,85.421285,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,512,0.57,37.5414,21.40091,42.801819,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,1024,0.594,37.6645,22.366498,22.366498,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,2048,0.748,37.8503,28.313957,14.156978,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,4096,0.945,37.9161,35.835036,8.958759,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,8192,1.366,37.7124,51.590791,6.448849,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,16384,2.174,37.654,81.858686,5.116168,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,32768,4.067,37.373,151.994997,4.749844,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,65536,8.047,36.7445,295.697477,4.620273,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,131072,1.519,38.1491,57.931973,0.452594,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,262144,1.518,38.2241,58.034318,0.226697,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,524288,1.523,38.1859,58.185737,0.113644,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,29,1048576,1.522,38.1295,58.045145,0.056685,1111.5931,37.4677,6.51068,0.85394
ble_nrf52,full_payload,30,1,0.754,37.5561,28.315805,28995.383916,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,2,0.521,37.451,19.511949,9990.117857,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,4,0.548,37.5514,20.576781,5267.655867,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,8,0.539,37.4048,20.160642,2580.562153,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,16,0.543,37.4517,20.33518,1301.451529,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,32,0.523,37.4749,19.598339,627.146863,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,64,0.538,37.509,20.176108,322.817735,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,128,0.545,37.4527,20.411141,163.289128,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,256,0.574,37.5125,21.52898,86.115922,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,512,0.548,37.4546,20.5246,41.0492,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,1024,0.616,37.6017,23.159256,23.159256,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,2048,0.724,37.8056,27.368862,13.684431,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,4096,0.921,38.2668,35.229271,8.807318,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,8192,1.391,37.7092,52.49036,6.561295,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,16384,2.223,37.1739,82.721907,5.170119,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,32768,4.039,37.3152,150.699611,4.709363,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,65536,8.121,36.4833,296.283392,4.629428,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,131072,1.517,38.0463,57.728385,0.451003,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,262144,1.519,38.375,58.279429,0.227654,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,524288,1.526,38.1319,58.194583,0.113661,1111.0704,37.3532,6.56186,0.77483
ble_nrf52,full_payload,30,1048576,1.515,38.1257,57.775787,0.056422,1111.0704,37.3532,6.56186,0.77483
